participant,Subject,consent_1,gender_1,age_1,Need_control_1,Need_control_2,Need_control_3,Need_control_4,Need_control_5,Need_control_6,Need_control_7,Need_control_8,Need_control_9,Need_control_10,Need_control_11,Need_control_12,Need_control_13,Need_control_14,Need_control_15,Need_control_16,Need_control_17,Need_control_18,Need_control_19,Need_control_20,CQ,Video,Prediction,Control,Anthro_1,Anthro_2,Anthro_3,Anthro_4,Anthro_5,Anthro_6,Anthro_7,Anthro_8,Anthro_9,Anthro_10,Anthro_11,Anthro_12,Anthro_13,Anthro_14,Anthro_15,Anthro_16,Anthro_17,Anthro_18,Anthro_19,Anthro_20,Anthro_21,Anthro_22,Anthro_23,video1_1,predict1_1,control1_1,anthro1_1,anthro1_2,anthro1_3,anthro1_4,anthro1_5,anthro1_6,anthro1_7,anthro1_8,anthro1_9,anthro1_10,anthro1_11,anthro1_13,anthro1_14,anthro1_15,anthro1_16,anthro1_17,anthro1_18,anthro1_19,anthro1_20,anthro1_21,anthro1_22,anthro1_23,anthro1_24,video2_1,predict2_1,control2_1,anthro2_1,anthro2_2,anthro2_3,anthro2_4,anthro2_5,anthro2_6,anthro2_7,anthro2_8,anthro2_9,anthro2_10,anthro2_11,anthro2_12,anthro2_13,anthro2_14,anthro2_15,anthro2_16,anthro2_17,anthro2_18,anthro2_19,anthro2_20,anthro2_21,anthro2_22,anthro2_23,video3_1,predict3_1,control3_1,anthro3_1,anthro3_2,anthro3_3,anthro3_4,anthro3_5,anthro3_6,anthro3_7,anthro3_8,anthro3_9,anthro3_10,anthro3_11,anthro3_12,anthro3_13,anthro3_14,anthro3_15,anthro3_16,anthro3_17,anthro3_18,anthro3_19,anthro3_20,anthro3_21,anthro3_22,anthro3_23,video4_1,predict4_1,control4_1,anthro4_1,anthro4_2,anthro4_3,anthro4_4,anthro4_5,anthro4_6,anthro4_7,anthro4_8,anthro4_9,anthro4_10,anthro4_11,anthro4_12,anthro4_13,anthro4_14,anthro4_15,anthro4_16,anthro4_17,anthro4_18,anthro4_19,anthro4_20,anthro4_21,anthro4_22,anthro4_23,comments_1,TIME_start,TIME_end,TIME_total
s.55163847-1712-47ed-9aca-33de54abd189.txt,23,1,1,23,5,3,3,6,5,5,5,6,6,5,6,6,5,6,6,6,1,6,5,4,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,6,1,1,1,1,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.55163847-1712-47ed-9aca-33de54abd189.txt,23,1,1,23,5,3,3,6,5,5,5,6,6,5,6,6,5,6,6,6,1,6,5,4,3,2,5,2,1,1,1,1,1,2,4,5,5,1,5,5,1,5,5,7,6,6,5,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.55163847-1712-47ed-9aca-33de54abd189.txt,23,1,1,23,5,3,3,6,5,5,5,6,6,5,6,6,5,6,6,6,1,6,5,4,3,3,7,1,1,1,1,1,1,1,1,1,1,1,1,3,1,6,1,6,1,1,1,6,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.e0943adb-eca1-4b6b-b63e-fab5ff020fce.txt,24,1,1,34,6,7,5,4,6,4,2,7,7,3,2,1,7,5,5,5,4,4,5,2,3,4,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,,5,6,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,,2023-04-02-08-08,2023-04-02-08-19,11
s.e0943adb-eca1-4b6b-b63e-fab5ff020fce.txt,24,1,1,34,6,7,5,4,6,4,2,7,7,3,2,1,7,5,5,5,4,4,5,2,3,1,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.e0943adb-eca1-4b6b-b63e-fab5ff020fce.txt,24,1,1,34,6,7,5,4,6,4,2,7,7,3,2,1,7,5,5,5,4,4,5,2,3,2,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.e0943adb-eca1-4b6b-b63e-fab5ff020fce.txt,24,1,1,34,6,7,5,4,6,4,2,7,7,3,2,1,7,5,5,5,4,4,5,2,3,3,5,6,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.9d5e54ee-935b-4f07-83d2-216e81e34116.txt,25,1,1,25,6,2,5,7,7,1,4,6,4,6,6,4,4,6,6,4,6,5,4,4,3,4,3,5,1,1,1,1,1,1,1,5,1,1,1,4,1,7,1,4,3,3,1,3,2,2,2,,7,6,1,1,1,1,1,1,5,5,1,1,1,6,1,5,1,6,3,4,2,4,2,5,2,,2,2,1,1,1,1,1,1,2,5,1,1,1,2,1,5,1,2,3,4,2,2,2,1,2,,4,5,1,1,1,1,1,1,5,4,1,1,1,4,1,6,1,5,5,4,2,2,2,3,2,,3,5,1,1,1,1,1,1,1,5,1,1,1,4,1,7,1,4,3,3,1,3,2,2,2,,2023-03-19-15-36,2023-03-19-15-51,15
s.9d5e54ee-935b-4f07-83d2-216e81e34116.txt,25,1,1,25,6,2,5,7,7,1,4,6,4,6,6,4,4,6,6,4,6,5,4,4,3,1,7,6,1,1,1,1,1,1,5,5,1,1,1,6,1,5,1,6,3,4,2,4,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.9d5e54ee-935b-4f07-83d2-216e81e34116.txt,25,1,1,25,6,2,5,7,7,1,4,6,4,6,6,4,4,6,6,4,6,5,4,4,3,2,2,2,1,1,1,1,1,1,2,5,1,1,1,2,1,5,1,2,3,4,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.9d5e54ee-935b-4f07-83d2-216e81e34116.txt,25,1,1,25,6,2,5,7,7,1,4,6,4,6,6,4,4,6,6,4,6,5,4,4,3,3,4,5,1,1,1,1,1,1,5,4,1,1,1,4,1,6,1,5,5,4,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.d5d76f23-de06-469e-9b3f-cc51a09650ae.txt,26,1,2,24,6,4,3,5,3,2,5,6,6,4,3,3,6,4,5,4,5,3,5,5,3,4,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,,1,7,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2023-03-26-15-08,2023-03-26-15-23,15
s.d5d76f23-de06-469e-9b3f-cc51a09650ae.txt,26,1,2,24,6,4,3,5,3,2,5,6,6,4,3,3,6,4,5,4,5,3,5,5,3,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.d5d76f23-de06-469e-9b3f-cc51a09650ae.txt,26,1,2,24,6,4,3,5,3,2,5,6,6,4,3,3,6,4,5,4,5,3,5,5,3,2,1,7,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.d5d76f23-de06-469e-9b3f-cc51a09650ae.txt,26,1,2,24,6,4,3,5,3,2,5,6,6,4,3,3,6,4,5,4,5,3,5,5,3,3,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.0ac3c0a0-9558-4daf-8b93-a556f2dc7c04.txt,27,1,1,34,6,3,6,6,6,5,2,6,6,5,6,6,6,7,5,6,6,6,2,4,1,4,6,5,1,1,1,1,1,1,1,1,1,1,1,6,1,7,7,7,7,2,6,7,7,7,7,,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,7,7,7,7,2,7,6,7,7,7,,6,5,1,1,1,1,1,1,1,1,1,1,1,6,1,7,7,7,7,1,7,7,7,7,7,,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,2,6,6,7,7,7,,6,5,1,1,1,1,1,1,1,1,1,1,1,6,1,7,7,7,7,2,6,7,7,7,7,,2023-03-26-11-32,2023-03-26-11-44,12
s.0ac3c0a0-9558-4daf-8b93-a556f2dc7c04.txt,27,1,1,34,6,3,6,6,6,5,2,6,6,5,6,6,6,7,5,6,6,6,2,4,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,7,7,7,7,2,7,6,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.0ac3c0a0-9558-4daf-8b93-a556f2dc7c04.txt,27,1,1,34,6,3,6,6,6,5,2,6,6,5,6,6,6,7,5,6,6,6,2,4,1,2,6,5,1,1,1,1,1,1,1,1,1,1,1,6,1,7,7,7,7,1,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.0ac3c0a0-9558-4daf-8b93-a556f2dc7c04.txt,27,1,1,34,6,3,6,6,6,5,2,6,6,5,6,6,6,7,5,6,6,6,2,4,1,3,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,2,6,6,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.ab72005e-4125-4b2a-b8c8-fccd798455ac.txt,28,1,3,22,6,1,7,7,5,7,1,7,7,7,7,5,7,5,7,6,7,1,7,6,3,4,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,3,,7,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,3,1,1,4,4,3,5,2,,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,3,,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,4,5,2,6,1,,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,3,,2023-04-03-21-11,2023-04-03-21-29,18
s.ab72005e-4125-4b2a-b8c8-fccd798455ac.txt,28,1,3,22,6,1,7,7,5,7,1,7,7,7,7,5,7,5,7,6,7,1,7,6,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,3,1,1,4,4,3,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.ab72005e-4125-4b2a-b8c8-fccd798455ac.txt,28,1,3,22,6,1,7,7,5,7,1,7,7,7,7,5,7,5,7,6,7,1,7,6,3,2,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.ab72005e-4125-4b2a-b8c8-fccd798455ac.txt,28,1,3,22,6,1,7,7,5,7,1,7,7,7,7,5,7,5,7,6,7,1,7,6,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,4,5,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.cbc90c04-938f-42ca-8572-38b135269743.txt,29,1,2,22,7,2,5,6,7,7,6,7,7,1,5,6,7,5,6,4,4,7,1,6,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,,5,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,3,1,2,2,2,2,,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,2,2,2,,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,3,3,3,1,2,2,,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,,2023-03-21-19-45,2023-03-21-19-57,12
s.cbc90c04-938f-42ca-8572-38b135269743.txt,29,1,2,22,7,2,5,6,7,7,6,7,7,1,5,6,7,5,6,4,4,7,1,6,3,1,5,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,3,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.cbc90c04-938f-42ca-8572-38b135269743.txt,29,1,2,22,7,2,5,6,7,7,6,7,7,1,5,6,7,5,6,4,4,7,1,6,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.cbc90c04-938f-42ca-8572-38b135269743.txt,29,1,2,22,7,2,5,6,7,7,6,7,7,1,5,6,7,5,6,4,4,7,1,6,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,3,3,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.1e23a01b-8c4c-4deb-80f8-143c79a4a033.txt,30,1,2,21,5,6,5,4,5,5,3,7,7,3,5,4,6,6,5,5,5,5,3,5,3,4,4,3,1,1,1,1,1,1,1,1,1,1,1,6,1,7,5,5,5,1,1,6,5,5,6,,4,3,1,1,1,1,1,1,5,4,1,1,1,5,1,1,5,5,6,4,1,6,5,5,6,,4,3,1,1,1,1,1,1,5,4,1,1,1,5,1,6,5,5,6,5,1,6,5,5,6,,4,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,4,6,4,1,6,5,5,6,,4,3,1,1,1,1,1,1,1,1,1,1,1,6,1,7,5,5,5,1,1,6,5,5,6,,2023-04-02-14-23,2023-04-02-14-36,13
s.1e23a01b-8c4c-4deb-80f8-143c79a4a033.txt,30,1,2,21,5,6,5,4,5,5,3,7,7,3,5,4,6,6,5,5,5,5,3,5,3,1,4,3,1,1,1,1,1,1,5,4,1,1,1,5,1,1,5,5,6,4,1,6,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.1e23a01b-8c4c-4deb-80f8-143c79a4a033.txt,30,1,2,21,5,6,5,4,5,5,3,7,7,3,5,4,6,6,5,5,5,5,3,5,3,2,4,3,1,1,1,1,1,1,5,4,1,1,1,5,1,6,5,5,6,5,1,6,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.1e23a01b-8c4c-4deb-80f8-143c79a4a033.txt,30,1,2,21,5,6,5,4,5,5,3,7,7,3,5,4,6,6,5,5,5,5,3,5,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,4,6,4,1,6,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.13179078-a487-4311-9e36-fdf564045015.txt,31,1,2,26,1,2,2,7,7,7,3,7,7,6,7,6,7,7,7,6,7,7,6,7,3,4,5,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,,4,5,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,4,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,6,5,1,3,5,5,4,2,,5,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,no,2023-03-20-19-15,2023-03-20-19-27,12
s.13179078-a487-4311-9e36-fdf564045015.txt,31,1,2,26,1,2,2,7,7,7,3,7,7,6,7,6,7,7,7,6,7,7,6,7,3,1,4,5,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.13179078-a487-4311-9e36-fdf564045015.txt,31,1,2,26,1,2,2,7,7,7,3,7,7,6,7,6,7,7,7,6,7,7,6,7,3,2,2,4,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.13179078-a487-4311-9e36-fdf564045015.txt,31,1,2,26,1,2,2,7,7,7,3,7,7,6,7,6,7,7,7,6,7,7,6,7,3,3,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,6,5,1,3,5,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.d1118005-f288-446d-a3a6-007d6a17b9e4.txt,32,1,2,22,6,3,5,3,6,7,3,6,5,2,5,7,7,5,6,2,7,6,1,3,3,4,6,3,2,2,5,3,5,2,7,3,1,5,3,2,2,5,2,5,6,3,5,5,3,5,2,,6,1,5,2,2,3,5,3,3,6,5,2,3,6,3,7,2,7,6,6,5,6,6,7,6,,1,7,6,5,5,6,3,5,7,7,5,2,7,7,5,6,3,7,6,7,5,2,5,1,5,,3,5,5,6,6,3,2,5,5,6,3,7,3,2,5,5,3,2,5,5,3,2,2,1,2,,6,3,2,2,5,3,5,2,7,3,1,5,3,2,2,5,2,5,6,3,5,5,3,5,2,,2023-03-26-17-12,2023-03-26-17-30,18
s.d1118005-f288-446d-a3a6-007d6a17b9e4.txt,32,1,2,22,6,3,5,3,6,7,3,6,5,2,5,7,7,5,6,2,7,6,1,3,3,1,6,1,5,2,2,3,5,3,3,6,5,2,3,6,3,7,2,7,6,6,5,6,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.d1118005-f288-446d-a3a6-007d6a17b9e4.txt,32,1,2,22,6,3,5,3,6,7,3,6,5,2,5,7,7,5,6,2,7,6,1,3,3,2,1,7,6,5,5,6,3,5,7,7,5,2,7,7,5,6,3,7,6,7,5,2,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.d1118005-f288-446d-a3a6-007d6a17b9e4.txt,32,1,2,22,6,3,5,3,6,7,3,6,5,2,5,7,7,5,6,2,7,6,1,3,3,3,3,5,5,6,6,3,2,5,5,6,3,7,3,2,5,5,3,2,5,5,3,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.7d0a5abe-c8f7-4a99-bc85-a2d63ee51219.txt,33,1,2,51,6,1,5,5,4,2,6,6,7,4,6,7,7,7,6,5,5,5,3,4,3,4,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,2,2,,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,3,5,3,,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,5,5,3,2,,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,4,5,4,,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,2,2,,2023-03-28-11-39,2023-03-28-11-51,12
s.7d0a5abe-c8f7-4a99-bc85-a2d63ee51219.txt,33,1,2,51,6,1,5,5,4,2,6,6,7,4,6,7,7,7,6,5,5,5,3,4,3,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.7d0a5abe-c8f7-4a99-bc85-a2d63ee51219.txt,33,1,2,51,6,1,5,5,4,2,6,6,7,4,6,7,7,7,6,5,5,5,3,4,3,2,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,5,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.7d0a5abe-c8f7-4a99-bc85-a2d63ee51219.txt,33,1,2,51,6,1,5,5,4,2,6,6,7,4,6,7,7,7,6,5,5,5,3,4,3,3,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.dabac67c-445c-4696-8641-4816a5fd81b7.txt,34,1,2,26,6,5,4,7,7,4,6,6,6,7,6,4,6,7,5,6,4,2,3,6,3,4,5,2,1,1,1,1,1,1,1,1,1,1,1,2,1,4,4,5,5,1,1,5,5,6,6,,3,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5,2,1,6,6,6,6,,1,4,1,1,1,1,1,1,5,5,1,1,1,5,1,6,5,5,5,2,1,7,7,7,7,,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,1,1,5,5,6,6,,5,2,1,1,1,1,1,1,1,1,1,1,1,2,1,4,4,5,5,1,1,5,5,6,6,,2023-04-01-18-23,2023-04-01-18-36,13
s.dabac67c-445c-4696-8641-4816a5fd81b7.txt,34,1,2,26,6,5,4,7,7,4,6,6,6,7,6,4,6,7,5,6,4,2,3,6,3,1,3,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5,2,1,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.dabac67c-445c-4696-8641-4816a5fd81b7.txt,34,1,2,26,6,5,4,7,7,4,6,6,6,7,6,4,6,7,5,6,4,2,3,6,3,2,1,4,1,1,1,1,1,1,5,5,1,1,1,5,1,6,5,5,5,2,1,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.dabac67c-445c-4696-8641-4816a5fd81b7.txt,34,1,2,26,6,5,4,7,7,4,6,6,6,7,6,4,6,7,5,6,4,2,3,6,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,1,1,5,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
