participant,Subject,consent_1,gender_1,age_1,Need_control_1,Need_control_2,Need_control_3,Need_control_4,Need_control_5,Need_control_6,Need_control_7,Need_control_8,Need_control_9,Need_control_10,Need_control_11,Need_control_12,Need_control_13,Need_control_14,Need_control_15,Need_control_16,Need_control_17,Need_control_18,Need_control_19,Need_control_20,CQ,Video,Prediction,Control,Anthro_1,Anthro_2,Anthro_3,Anthro_4,Anthro_5,Anthro_6,Anthro_7,Anthro_8,Anthro_9,Anthro_10,Anthro_11,Anthro_12,Anthro_13,Anthro_14,Anthro_15,Anthro_16,Anthro_17,Anthro_18,Anthro_19,Anthro_20,Anthro_21,Anthro_22,Anthro_23,video1_1,predict1_1,control1_1,anthro1_1,anthro1_2,anthro1_3,anthro1_4,anthro1_5,anthro1_6,anthro1_7,anthro1_8,anthro1_9,anthro1_10,anthro1_11,anthro1_13,anthro1_14,anthro1_15,anthro1_16,anthro1_17,anthro1_18,anthro1_19,anthro1_20,anthro1_21,anthro1_22,anthro1_23,anthro1_24,video2_1,predict2_1,control2_1,anthro2_1,anthro2_2,anthro2_3,anthro2_4,anthro2_5,anthro2_6,anthro2_7,anthro2_8,anthro2_9,anthro2_10,anthro2_11,anthro2_12,anthro2_13,anthro2_14,anthro2_15,anthro2_16,anthro2_17,anthro2_18,anthro2_19,anthro2_20,anthro2_21,anthro2_22,anthro2_23,video3_1,predict3_1,control3_1,anthro3_1,anthro3_2,anthro3_3,anthro3_4,anthro3_5,anthro3_6,anthro3_7,anthro3_8,anthro3_9,anthro3_10,anthro3_11,anthro3_12,anthro3_13,anthro3_14,anthro3_15,anthro3_16,anthro3_17,anthro3_18,anthro3_19,anthro3_20,anthro3_21,anthro3_22,anthro3_23,video4_1,predict4_1,control4_1,anthro4_1,anthro4_2,anthro4_3,anthro4_4,anthro4_5,anthro4_6,anthro4_7,anthro4_8,anthro4_9,anthro4_10,anthro4_11,anthro4_12,anthro4_13,anthro4_14,anthro4_15,anthro4_16,anthro4_17,anthro4_18,anthro4_19,anthro4_20,anthro4_21,anthro4_22,anthro4_23,comments_1,TIME_start,TIME_end,TIME_total
s.1e8d7d19-2d5b-4fd1-9b54-a33d8dae6450.txt,45,1,2,24,6,3,5,2,4,2,7,6,6,2,4,2,5,7,4,5,3,4,4,5,1,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.288842ec-0e41-4c4e-b5f9-a95d7b1d5e30.txt,46,1,1,25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,2023-04-03-20-50,2023-04-03-22-29,99
s.288842ec-0e41-4c4e-b5f9-a95d7b1d5e30.txt,46,1,1,25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.288842ec-0e41-4c4e-b5f9-a95d7b1d5e30.txt,46,1,1,25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.288842ec-0e41-4c4e-b5f9-a95d7b1d5e30.txt,46,1,1,25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.1a36f5a1-7964-4970-a2d4-c96f9dbee360.txt,47,1,2,32,7,7,6,6,6,2,6,5,3,5,6,7,6,4,6,5,6,5,6,6,3,4,5,2,1,2,1,1,2,2,2,2,1,1,1,2,1,5,2,5,2,2,4,1,2,1,1,,5,4,1,1,1,1,1,2,1,1,1,1,1,5,1,5,1,6,3,2,4,2,1,5,1,,5,5,1,1,1,1,1,2,1,1,1,1,1,2,1,5,1,5,2,1,4,1,2,1,1,,5,3,1,1,1,1,1,2,1,2,2,1,1,5,1,5,1,6,4,4,4,4,2,5,1,,5,2,1,2,1,1,2,2,2,2,1,1,1,2,1,5,2,5,2,2,4,1,2,1,1,,2023-04-01-01-47,2023-04-01-02-01,14
s.1a36f5a1-7964-4970-a2d4-c96f9dbee360.txt,47,1,2,32,7,7,6,6,6,2,6,5,3,5,6,7,6,4,6,5,6,5,6,6,3,1,5,4,1,1,1,1,1,2,1,1,1,1,1,5,1,5,1,6,3,2,4,2,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.1a36f5a1-7964-4970-a2d4-c96f9dbee360.txt,47,1,2,32,7,7,6,6,6,2,6,5,3,5,6,7,6,4,6,5,6,5,6,6,3,2,5,5,1,1,1,1,1,2,1,1,1,1,1,2,1,5,1,5,2,1,4,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.1a36f5a1-7964-4970-a2d4-c96f9dbee360.txt,47,1,2,32,7,7,6,6,6,2,6,5,3,5,6,7,6,4,6,5,6,5,6,6,3,3,5,3,1,1,1,1,1,2,1,2,2,1,1,5,1,5,1,6,4,4,4,4,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.78fc2c85-0b99-4038-ad33-728ccb4faeea.txt,48,1,2,20,6,3,5,4,4,7,5,5,4,5,5,4,7,6,5,3,4,5,3,4,3,4,3,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,5,5,1,1,4,2,2,2,,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,2,1,3,1,,3,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,,2023-04-03-20-14,2023-04-03-20-26,12
s.78fc2c85-0b99-4038-ad33-728ccb4faeea.txt,48,1,2,20,6,3,5,4,4,7,5,5,4,5,5,4,7,6,5,3,4,5,3,4,3,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,5,5,1,1,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.78fc2c85-0b99-4038-ad33-728ccb4faeea.txt,48,1,2,20,6,3,5,4,4,7,5,5,4,5,5,4,7,6,5,3,4,5,3,4,3,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.78fc2c85-0b99-4038-ad33-728ccb4faeea.txt,48,1,2,20,6,3,5,4,4,7,5,5,4,5,5,4,7,6,5,3,4,5,3,4,3,3,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,2,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.45efeda4-26ff-431b-bb02-181f395f07ef.txt,49,1,1,35,5,7,2,3,3,5,6,7,6,4,6,3,3,5,4,4,4,2,4,4,3,4,4,3,1,2,2,1,1,1,3,1,2,2,1,3,1,3,1,4,2,2,4,3,4,3,4,,5,5,1,1,1,1,1,1,2,2,2,1,1,4,1,4,1,5,5,4,4,6,5,6,5,,2,3,1,4,1,1,2,2,4,2,1,4,2,3,1,3,1,2,2,3,3,3,4,3,4,,3,5,1,2,1,1,1,1,3,1,2,2,1,3,1,3,1,4,3,2,4,3,4,3,4,,4,3,1,2,2,1,1,1,3,1,2,2,1,3,1,3,1,4,2,2,4,3,4,3,4,,2023-03-23-09-22,2023-03-23-10-30,68
s.45efeda4-26ff-431b-bb02-181f395f07ef.txt,49,1,1,35,5,7,2,3,3,5,6,7,6,4,6,3,3,5,4,4,4,2,4,4,3,1,5,5,1,1,1,1,1,1,2,2,2,1,1,4,1,4,1,5,5,4,4,6,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.45efeda4-26ff-431b-bb02-181f395f07ef.txt,49,1,1,35,5,7,2,3,3,5,6,7,6,4,6,3,3,5,4,4,4,2,4,4,3,2,2,3,1,4,1,1,2,2,4,2,1,4,2,3,1,3,1,2,2,3,3,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.45efeda4-26ff-431b-bb02-181f395f07ef.txt,49,1,1,35,5,7,2,3,3,5,6,7,6,4,6,3,3,5,4,4,4,2,4,4,3,3,3,5,1,2,1,1,1,1,3,1,2,2,1,3,1,3,1,4,3,2,4,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.745c43d0-3dbc-44a9-b6a7-ea25db2aa626.txt,50,1,2,23,5,1,3,3,4,3,4,4,5,3,5,3,6,4,3,4,6,3,3,2,3,4,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,,4,4,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,2,1,1,2,2,2,2,,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,No,2023-03-25-11-37,2023-03-25-11-49,12
s.745c43d0-3dbc-44a9-b6a7-ea25db2aa626.txt,50,1,2,23,5,1,3,3,4,3,4,4,5,3,5,3,6,4,3,4,6,3,3,2,3,1,4,4,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,2,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.745c43d0-3dbc-44a9-b6a7-ea25db2aa626.txt,50,1,2,23,5,1,3,3,4,3,4,4,5,3,5,3,6,4,3,4,6,3,3,2,3,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.745c43d0-3dbc-44a9-b6a7-ea25db2aa626.txt,50,1,2,23,5,1,3,3,4,3,4,4,5,3,5,3,6,4,3,4,6,3,3,2,3,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.0bad018b-71e0-4fef-b482-934c4377fe37.txt,51,1,2,52,7,7,7,4,7,4,3,7,7,4,5,5,7,7,7,4,6,5,3,7,3,4,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,6,4,5,4,,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,7,4,,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,5,4,6,4,,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,5,4,5,4,,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,6,4,5,4,,2023-03-29-10-03,2023-03-29-11-55,112
s.0bad018b-71e0-4fef-b482-934c4377fe37.txt,51,1,2,52,7,7,7,4,7,4,3,7,7,4,5,5,7,7,7,4,6,5,3,7,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.0bad018b-71e0-4fef-b482-934c4377fe37.txt,51,1,2,52,7,7,7,4,7,4,3,7,7,4,5,5,7,7,7,4,6,5,3,7,3,2,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,5,4,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.0bad018b-71e0-4fef-b482-934c4377fe37.txt,51,1,2,52,7,7,7,4,7,4,3,7,7,4,5,5,7,7,7,4,6,5,3,7,3,3,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,5,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.0cfe8250-3351-4042-bd71-6af313e3ae8b.txt,52,1,2,25,6,4,5,4,3,6,6,7,7,4,3,3,7,5,4,5,5,4,3,5,3,4,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,1,,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,4,3,2,,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,2,,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,5,2,,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,1,,2023-03-22-21-07,2023-03-22-21-21,14
s.0cfe8250-3351-4042-bd71-6af313e3ae8b.txt,52,1,2,25,6,4,5,4,3,6,6,7,7,4,3,3,7,5,4,5,5,4,3,5,3,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.0cfe8250-3351-4042-bd71-6af313e3ae8b.txt,52,1,2,25,6,4,5,4,3,6,6,7,7,4,3,3,7,5,4,5,5,4,3,5,3,2,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.0cfe8250-3351-4042-bd71-6af313e3ae8b.txt,52,1,2,25,6,4,5,4,3,6,6,7,7,4,3,3,7,5,4,5,5,4,3,5,3,3,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.a356cbd2-070f-49c0-8d1d-362b927f634f.txt,53,1,2,26,5,2,2,3,4,3,4,7,7,5,4,3,7,7,3,7,5,3,1,7,1,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,,2023-03-20-15-40,2023-03-20-15-51,11
s.a356cbd2-070f-49c0-8d1d-362b927f634f.txt,53,1,2,26,5,2,2,3,4,3,4,7,7,5,4,3,7,7,3,7,5,3,1,7,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.a356cbd2-070f-49c0-8d1d-362b927f634f.txt,53,1,2,26,5,2,2,3,4,3,4,7,7,5,4,3,7,7,3,7,5,3,1,7,1,2,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.a356cbd2-070f-49c0-8d1d-362b927f634f.txt,53,1,2,26,5,2,2,3,4,3,4,7,7,5,4,3,7,7,3,7,5,3,1,7,1,3,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.5fb526ab-d869-404f-bc02-c1af54b6a428.txt,54,1,2,26,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,no,2023-03-26-15-15,2023-03-26-15-23,8
s.5fb526ab-d869-404f-bc02-c1af54b6a428.txt,54,1,2,26,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.5fb526ab-d869-404f-bc02-c1af54b6a428.txt,54,1,2,26,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.5fb526ab-d869-404f-bc02-c1af54b6a428.txt,54,1,2,26,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.f2b8df3a-7c37-4924-98e5-eb6bb759cbf0.txt,55,1,2,34,7,7,5,6,6,6,7,7,7,6,4,4,7,6,4,5,5,5,5,4,3,4,3,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,5,1,,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,,3,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2023-03-23-00-14,2023-03-23-00-26,12
s.f2b8df3a-7c37-4924-98e5-eb6bb759cbf0.txt,55,1,2,34,7,7,5,6,6,6,7,7,7,6,4,4,7,6,4,5,5,5,5,4,3,1,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.f2b8df3a-7c37-4924-98e5-eb6bb759cbf0.txt,55,1,2,34,7,7,5,6,6,6,7,7,7,6,4,4,7,6,4,5,5,5,5,4,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.f2b8df3a-7c37-4924-98e5-eb6bb759cbf0.txt,55,1,2,34,7,7,5,6,6,6,7,7,7,6,4,4,7,6,4,5,5,5,5,4,3,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.b88ebe8d-3c90-4ea1-8f7e-c84a000a66ff.txt,56,1,2,19,1,5,6,7,6,1,7,7,7,7,4,5,4,2,7,7,1,6,3,4,1,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2023-03-21-16-04,2023-03-21-16-14,10
s.b88ebe8d-3c90-4ea1-8f7e-c84a000a66ff.txt,56,1,2,19,1,5,6,7,6,1,7,7,7,7,4,5,4,2,7,7,1,6,3,4,1,1,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.b88ebe8d-3c90-4ea1-8f7e-c84a000a66ff.txt,56,1,2,19,1,5,6,7,6,1,7,7,7,7,4,5,4,2,7,7,1,6,3,4,1,2,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.b88ebe8d-3c90-4ea1-8f7e-c84a000a66ff.txt,56,1,2,19,1,5,6,7,6,1,7,7,7,7,4,5,4,2,7,7,1,6,3,4,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s.05213e37-ef29-4568-b6af-c3feea91c4b1.txt,57,1,2,54,7,3,7,7,5,6,7,7,7,7,5,7,7,6,7,4,7,7,5,4,3,4,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,,7,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,7,5,1,1,5,4,4,3,,2,6,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,3,3,3,,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,,2023-04-01-15-26,2023-04-01-15-39,13
s.05213e37-ef29-4568-b6af-c3feea91c4b1.txt,57,1,2,54,7,3,7,7,5,6,7,7,7,7,5,7,7,6,7,4,7,7,5,4,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,7,5,1,1,5,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
